020151|020150
020153|020150
020155|020150
020156|020150
020157|020150
020158|020150
020159|020150
020160|020150
020250|020150
020251|020150
020350|020150
020351|020150
020353|020150
020354|020150
020355|020150
020450|020150
020550|020150
020551|020150
020552|020150
020553|020150
020554|020150
020555|020150
020556|020150
020650|020150
020750|020150
040151|040150
040153|040150
040154|040150
040155|040150
040156|040150
040157|040150
040158|040150
040159|040150
040161|040150
040250|040550
040251|040550
040252|040550
040253|040550
040254|040550
040255|040550
040350|040352
040351|040352
040353|040352
040450|040352
040451|040352
040452|040352
040453|040352
040551|040550
040552|040550
040553|040550
040554|040550
040555|040550
040650|040550
040651|040550
050151|050150
050152|050150
050154|050153
050156|050153
050157|050153
050158|050153
050159|050153
050161|050153
050162|050153
050251|050250
050252|050250
050350|050250
050351|050250
050352|050250
050353|050250
050451|050450
050453|050450
050455|050450
050456|050450
050457|050450
050458|050450
050550|050150
050551|050450
050552|050450
050553|050450
050554|050150
050555|050450
050650|050153
050651|050153
050652|050153
050653|050153
050750|050153
050751|050250
050752|050153
050753|050153
050754|050153
060151|060150
060152|060150
060153|060150
060154|060150
060156|060150
060157|060150
060158|060150
060159|060150
060160|060150
060161|060150
060250|060150
060251|060150
060253|060150
060254|060150
060255|060150
060256|060150
060257|060150
060258|060150
060259|060150
060260|060150
060350|060150
060351|060150
060352|060150
060353|060150
060354|060150
060450|060150
060550|060150
060551|060150
060552|060150
060553|060150
060554|060150
060650|060150
060651|060150
060652|060150
060751|060750
060752|060750
060753|060750
060754|060750
060755|060750
060756|060750
060757|060750
060758|060750
060759|060750
060850|060150
060950|060750
060951|060750
060952|060750
060953|060750
060954|060750
060955|060750
060956|060750
061050|060150
080152|080150
080153|080150
080154|080150
080159|080150
080163|080150
080165|080150
080166|080150
080168|080150
080250|080550
080251|080550
080252|080550
080253|080550
080254|080550
080255|080550
080256|080550
080257|080550
080258|080550
080259|080450
080260|080550
080261|080550
080262|080550
080263|080550
080264|080550
080350|080650
080351|080650
080352|080650
080353|080650
080354|080650
080355|080450
080356|080650
080357|080650
080358|080450
080451|080450
080452|080450
080453|080450
080454|080450
080551|080550
080552|080550
080553|080550
080554|080550
080555|080550
080556|080550
080557|080550
080558|080550
080559|080550
080560|080550
080561|080550
080562|080550
080651|080650
080653|080650
080750|080150
080751|080150
080752|080150
080753|080150
080754|080150
080755|080150
100151|100150
100152|100150
100153|100150
100154|100150
100155|100150
100156|100150
100157|100150
100251|100250
100253|100250
100254|100250
100351|100350
100352|100350
100353|100350
100354|100350
100355|100350
100356|100350
100357|100350
100358|100350
100451|100450
100452|100450
100453|100450
100454|100450
100455|100450
100456|100450
100457|100450
100458|100450
100459|100450
100550|100150
100551|100150
100552|100150
100553|100150
100650|100250
100651|100250
100653|100250
100654|100250
100655|100250
150158|150150
150151|150150
150153|150150
150154|150150
150155|150150
150156|150150
150157|150150
150350|150150
150352|150150
150354|150150
150450|150454
150451|150454
150452|150454
150453|150454
150455|150454
150750|150454
150751|150150
150752|150454
150753|150454
150754|150454
150756|150454
150950|150150
160152|160166
160154|160166
160155|160150
160156|160166
160157|160150
160158|160166
160159|160166
160161|160166
160162|160166
160163|160150
160164|160150
160165|160150
160250|160150
160251|160150
160252|160150
160350|160166
160351|160166
160450|160166
160451|160166
170153|170163
170154|170177
170158|170177
170159|170185
170160|170185
170161|170177
170162|170151
170164|170151
170165|170170
170166|170150
170168|170177
170169|170177
170171|170177
170172|170177
170174|170177
170178|170163
170179|170184
170180|170177
170181|170177
170183|170185
170186|170170
170251|170250
170252|170250
170253|170250
170254|170250
170255|170250
170351|170353
170352|170350
170354|170350
170355|170353
170356|170353
170451|170450
170452|170450
170453|170450
170454|170450
170551|170550
170552|170550
170750|170950
170751|170150
170850|170950
180151|180150
180152|180156
180154|180150
180155|180150
180157|180150
180158|180150
180159|180150
180161|180150
180162|180150
180163|180150
180164|180150
180165|180150
180166|180150
180167|180156
180168|180156
180250|180750
180251|180750
180252|180750
180253|180750
180254|180750
180350|180750
180450|180150
180451|180750
180550|180750
180551|180750
180552|180156
180553|180750
180650|180750
180651|180750
180652|180750
180751|180750
180752|180750
180753|180750
180754|180750
180755|180750
180756|180750
180757|180750
180758|180750
180850|180156
180851|180156
180852|180156
180853|180156
180854|180156
180855|180156
180856|180156
180857|180156
180950|180150
180951|180150
210152|210150
210153|210150
210155|210150
210156|210150
210157|210150
210158|210150
210250|210150
210251|210150
210252|210150
210254|210150
210350|210450
210351|210450
210352|210450
210353|210450
210354|210450
210451|210450
210452|210450
210453|210450
210454|210450
210455|210450
210550|210150
210551|210150
210552|210150
210553|210150
210554|210150
210650|210150
210651|210150
210652|210150
210750|210450
210751|210450
210752|210450
220151|220150
220152|220150
220153|220150
220154|220150
220155|220150
220156|220150
220157|220150
220158|220150
220159|220150
220160|220150
220161|220150
220250|220350
220251|220350
220252|220350
220253|220350
220254|220350
220255|220350
220351|220350
220352|220350
220353|220350
220354|220350
220355|220350
220356|220350
220357|220350
220358|220350
220450|220150
220451|220150
220452|220150
220453|220150
220454|220150
220455|220150
230151|230150
230152|230150
230153|230150
230154|230150
230155|230150
230156|230150
230157|230150
900151|900351
900451|900351
100652|100350
080652|080650
080654|080650
080853|080850
100252|100250
180153|180156
180160|180150
060155|060150
010152|010170
010153|010151
010154|010167
010155|010167
010156|010162
010157|010151
010158|010162
010159|010162
010160|010162
010161|010170
010163|010151
010164|010170
010165|010167
010166|010162
010168|010170
010169|010170
010171|010151
010250|010151
010251|010151
010252|010151
010350|011152
010352|011152
010353|011152
010354|011152
010356|011152
010357|011152
010358|010170
010359|011152
010360|011152
010451|010151
010452|010151
010453|010151
010550|011152
010552|011152
010553|011152
010554|011152
010556|011152
010559|010162
010561|011152
010562|011152
010650|011550
010652|011550
010750|010151
010751|010151
010850|010151
010851|010151
010853|010151
010950|011152
010951|011152
010952|010170
010953|011152
010954|010170
010955|011152
010956|010170
011050|010151
011051|010151
011150|011152
011151|011152
011153|011152
011154|011152
011250|011152
011253|011152
011350|011152
011351|011152
011352|011152
011450|011152
011551|011550
030151|030158
030153|030150
030154|030158
030155|030150
030156|030150
030157|030150
030160|030150
030250|030150
030251|030150
030252|030150
030253|030150
030254|030150
030350|030358
030351|030358
030352|030358
030353|030358
030354|030358
030355|030358
030356|030358
030357|030358
030361|030358
030362|030358
030363|030358
030451|030450
030452|030450
030550|030150
030650|030158
030651|030158
030750|030358
070152|070150
070251|070250
070254|070250
070255|070250
070350|071050
070351|071050
070352|071050
070353|071050
070354|071050
070355|070950
070450|071050
070451|071050
070550|070950
070651|070650
070652|070650
070653|070650
070654|070650
070850|070250
070851|070250
070951|070950
070952|070950
070953|070950
070954|070950
070955|070950
070956|070950
071051|071050
071052|071050
071053|071050
071054|071050
071055|071050
071056|071050
071150|071050
071151|071050
071152|071050
071153|071050
071251|071250
071252|071250
071253|071250
071254|071250
071255|071250
071256|071250
071257|071250
071350|071050
071351|070950
071352|071050
071353|070950
071354|071050
071355|071050
071356|071050
071357|071050
071358|071050
071359|071050
071450|070250
071451|070250
071452|070250
071453|070250
090152|090156
090153|090156
090157|090156
090158|090156
090551|090550
090652|090650
090653|090650
090654|090650
090656|090650
090750|092050
090851|090850
090852|090850
090950|091250
091051|091050
091053|091050
091054|091050
091151|091150
091152|091150
091153|091150
091154|091150
091350|091850
091451|091450
091452|091450
091651|091650
091951|091950
091952|091950
091953|091950
092053|092050
092055|092050
092056|092050
092250|090250
092251|091250
092350|091250
092750|091250
092850|092550
110151|110150
110152|110150
110153|110150
110154|110150
110155|110150
110156|110150
110157|110150
110158|110150
110159|110150
110160|110150
110161|110150
110162|110150
110163|110150
110250|110350
110251|110350
110252|110350
110253|110350
110254|110350
110351|110350
110352|110350
110353|110350
110354|110350
110450|110350
110451|110350
110455|110350
110456|110350
110457|110350
110550|110350
110551|110350
110552|110350
110553|110350
110554|110350
110650|110350
110651|110350
110652|110350
110653|110350
110654|110350
110655|110350
110656|110350
110750|110350
110751|110350
110753|110350
110754|110350
110756|110350
110850|110350
110851|110350
110852|110350
110853|110350
110950|110350
110951|110350
110952|110350
110954|110350
110956|110350
110957|110350
110958|110350
110959|110350
111050|110350
111051|110350
111052|110350
111053|110350
111054|110350
111055|110350
111150|110350
111151|110350
111152|110150
111153|110350
111154|110350
111155|110350
111156|110350
111157|110350
111158|110350
111159|110150
111160|110350
111250|110350
111251|110350
111252|110350
111350|110350
111351|110350
111352|110350
111353|110350
111354|110350
111355|110350
111453|110350
111451|110350
111452|110350
111550|110350
111551|110350
111552|110350
111650|110350
111651|110350
120152|120154
120153|120150
120155|120150
120251|120250
120252|120250
120450|120452
120451|120452
120553|120550
120555|120550
120650|120651
120752|120750
120851|120850
121051|121050
121350|120550
130151|130150
130152|130150
130153|130150
130154|130150
130155|130150
130156|130150
130157|130150
130251|130250
130252|130250
